"","Reservoir","Site","DateTime","Depth_m","TP_ugL","TN_ugL","Flag_TP","Flag_TN","NH4_ugL","SRP_ugL","NO3NO2_ugL","Flag_NH4","Flag_SRP","Flag_NO3NO2","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"1","BVR","100","2019-01-21 12:00:00",0.1,15.3,80.7,"7, 3","7",4,1,4,"7, 3","7, 3","7",1.5,2.7,3,0.075,7,7,7,"7"
"2","BVR","175","2019-01-21 12:00:00",0.1,13.7,47,"7, 3","7",3,3,6,"7, 3","7","7",1.4,2.5,3.8,0.1,7,7,7,"7"
"3","BVR","200","2019-01-21 12:00:00",0.1,7.4,69.9,"7","7",3,2,14,"7, 3","7, 3","7, 3",1.4,2.3,3.8,0.1,7,7,7,"7"
"4","BVR","215","2019-01-21 12:00:00",0.1,6.8,229.7,"7","7",0,3,3,"4, 3","0","0",0.9,2.5,3.4,0.2,0,0,0,"0"
"5","BVR","50","2019-04-08 12:00:00",0.1,6.6,138,"0","3",3,4,4,"3","0","0",2.8,2.5,5.3,0.1,0,0,0,"0"
"6","BVR","50","2019-04-08 12:00:00",3,4.1,118.5,"3","3",9,8,3,"0","0","0",3.3,2.5,5.8,0.2,0,0,0,"0"
"7","BVR","50","2019-04-08 12:00:00",6,2.7,114,"3","3",9,6,4,"0","0","0",3.5,2.4,5.9,0.2,0,0,0,"0"
"8","BVR","50","2019-04-08 12:00:00",9,10.3,211.5,"3","0",35,2,6,"0","0","0",3.4,2.7,6.1,0.2,0,0,0,"0"
"9","BVR","50","2019-04-08 12:00:00",10.5,6.9,201,"0","3",67,4,8,"0","0","0",3.2,2.1,5.3,0.2,0,0,0,"0"
"10","BVR","1","2019-04-29 12:00:00",0.1,5.1,117,"0","3",4,1,3,"3","3","0",3.8,1.3,5.1,0.1,0,0,0,"0"
"11","BVR","100","2019-04-29 12:00:00",0.1,28.9,99,"3","0",19,5,3,"3","0","0",1.2,3.1,4.3,0.1,0,0,0,"0"
"12","BVR","20","2019-04-29 12:00:00",0.1,4.9,166.5,"0","3",5,1,0,"0","3","4, 3",3.3,1.7,5,0.1,0,0,0,"0"
"13","BVR","200","2019-04-29 12:00:00",0.1,8.6,99,"0","0",24,1,8,"3","3","0",0.5,4.3,4.8,0.1,0,0,0,"0"
"14","BVR","30","2019-04-29 12:00:00",0.1,6.2,186,"0","3",7,2,0,"0","3","4, 3",2.7,2.5,5.3,0.1,0,0,0,"0"
"15","BVR","45","2019-04-29 12:00:00",0.1,4.8,132,"0","3",6,0,3,"0","3","0",1.6,2.2,3.8,0.1,0,0,0,"0"
"16","BVR","50","2019-04-29 12:00:00",0.1,3.5,126,"7, 3","7, 3",7,4,3,"0","0","0",3.5,1.8,5.2,0.1,7,7,7,"7"
"17","BVR","50","2019-04-29 12:00:00",3,3.3,106.5,"3","3",6,4,3,"0","0","0",3.2,2.1,5.3,0.2,0,0,0,"0"
"18","BVR","50","2019-04-29 12:00:00",6,6.8,172.5,"0","3",6,4,3,"0","0","0",2.5,2.5,5,0.1,0,0,0,"0"
"19","BVR","50","2019-04-29 12:00:00",9,5.2,247.5,"0","0",115,1,3,"3","3","0",1.4,2.6,4.1,0.2,0,0,0,"0"
"20","BVR","50","2019-04-29 12:00:00",10.5,3.9,349.5,"3","0",175,3,3,"3","0","0",2.4,3,5.4,0.3,0,0,0,"0"
"21","BVR","50","2019-05-16 12:00:00",0.1,1.8,144,"3","3",6,1,3,"0","3","0",2.5,3,5.5,0.2,0,0,0,"0"
"22","BVR","50","2019-05-16 12:00:00",3,2,93,"3","0",5,8,5,"0","0","0",2.4,2.2,4.6,0.2,0,0,0,"0"
"23","BVR","50","2019-05-16 12:00:00",6,15,304.5,"3","0",9,6,3,"0","0","0",3,2.5,5.5,0.2,7,7,7,"7"
"24","BVR","50","2019-05-16 12:00:00",9,18.8,393,"3","0",173,4,3,"3","0","0",2.7,2.9,5.6,0.3,0,0,0,"0"
"25","BVR","50","2019-05-16 12:00:00",10,17.4,579,"3","0",390,4,5,"0","0","0",2.4,3.5,5.9,0.5,0,0,0,"0"
"26","BVR","50","2019-05-23 12:00:00",0.1,2.4,211.5,"3","0",13,2,3,"3","0","0",2.7,2.6,5.2,0.1,0,0,0,"0"
"27","BVR","50","2019-05-23 12:00:00",3,-1.5,148.5,"3","3",10,4,30,"0","0","5",3.2,2.6,5.8,0.2,0,0,0,"0"
"28","BVR","50","2019-05-23 12:00:00",6,1.6,148.5,"3","3",14,4,3,"3","0","0",3.1,2.4,5.5,0.2,0,0,0,"0"
"29","BVR","50","2019-05-23 12:00:00",9,23.1,616.5,"3","0",217,2,3,"3","3","0",2.4,3.3,5.7,0.3,0,0,0,"0"
"30","BVR","50","2019-05-23 12:00:00",11,26.1,1191,"3","3",863,9,3,"0","0","0",3.4,4.4,7.8,1.1,0,0,0,"0"
"31","BVR","1","2019-05-30 12:00:00",0.1,2.1,121.5,"3","3",5,1,3,"0","3","0",2.8,2.5,5.3,0.1,0,0,0,"0"
"32","BVR","100","2019-05-30 12:00:00",0.1,49.6,162,"0","3",22,5,3,"3","0","0",1,3.4,4.4,0.1,0,0,0,"0"
"33","BVR","20","2019-05-30 12:00:00",0.1,4.6,190.5,"0","3",7,1,0,"0","3","4, 3",3.2,2.5,5.6,0.2,0,0,0,"0"
"34","BVR","200","2019-05-30 12:00:00",0.1,11.7,151.5,"3","3",38,2,3,"0","0","0",2.4,3,5.5,0.2,7,7,7,"7"
"35","BVR","30","2019-05-30 12:00:00",0.1,5.8,213,"0","0",2,1,3,"3","3","0",2.1,2.4,4.5,0.1,0,0,0,"0"
"36","BVR","45","2019-05-30 12:00:00",0.1,4,118.5,"3","3",6,2,3,"0","3","0",1.9,2.2,4.1,0.1,0,0,0,"0"
"37","BVR","50","2019-05-30 12:00:00",0.1,3.5,176.2,"7, 3","7, 3",6,0,0,"0","3","4, 3",3.4,2.1,5.5,0.1,7,7,7,"7"
"38","BVR","50","2019-05-30 12:00:00",3,0.4,133.5,"3","3",7,0,3,"0","4, 3","0",2.9,2.7,5.6,0.2,0,0,0,"0"
"39","BVR","50","2019-05-30 12:00:00",6,3.3,118.5,"3","3",9,0,3,"0","4, 3","0",2.8,2.8,5.6,0.2,0,0,0,"0"
"40","BVR","50","2019-05-30 12:00:00",9,23.1,655.5,"3","0",185,2,3,"3","0","0",2.4,3.5,5.9,0.3,0,0,0,"0"
"41","BVR","50","2019-05-30 12:00:00",11,26.2,1086,"3","3",666,7,6,"0","0","0",2.6,4.2,6.7,0.8,0,0,0,"0"
"42","BVR","50","2019-06-06 12:00:00",0.1,3.2,90,"3","0",6,5,0,"0","0","4, 3",2,2.3,4.3,0.1,0,0,0,"0"
"43","BVR","50","2019-06-06 12:00:00",3,0.4,0,"3","4, 3",9,1,3,"0","3","0",2.5,2.6,5.2,0.1,0,0,0,"0"
"44","BVR","50","2019-06-06 12:00:00",6,5.4,141,"0","3",2,7,0,"3","0","4, 3",1.5,2.2,3.7,0.1,0,0,0,"0"
"45","BVR","50","2019-06-06 12:00:00",9,18.6,0,"3","4, 3",414,5,0,"0","0","4, 3",1.9,3.5,5.4,0.5,0,0,0,"0"
"46","BVR","50","2019-06-06 12:00:00",11,NA,2181,"3","0",883,23,0,"0","0","4, 3",2.9,3.9,6.8,1.1,0,0,0,"0"
"47","BVR","50","2019-06-13 12:00:00",0.1,3,187.5,"3","3",3,3,0,"3","0","4, 3",1.7,2.4,4.1,0.1,0,0,0,"0"
"48","BVR","50","2019-06-13 12:00:00",3,-1.6,66,"3","0",6,2,3,"0","0","0",2.7,1.8,4.5,0.1,0,0,0,"0"
"49","BVR","50","2019-06-13 12:00:00",6,4.3,211.5,"0","0",NA,NA,NA,NA,NA,NA,2.3,2.5,4.8,0.2,0,0,0,"0"
"50","BVR","50","2019-06-13 12:00:00",9,36.3,772.5,"3","0",270,3,3,"3","0","0",2,3.2,5.2,0.3,0,0,0,"0"
"51","BVR","100","2019-06-20 12:00:00",0.1,37.4,136.5,"3","3",18,3,3,"3","0","0",1.1,2.5,3.6,0.1,0,0,0,"0"
"52","BVR","200","2019-06-20 12:00:00",0.1,11.1,187.5,"3","3",44,2,28,"0","0","0",2,2.8,4.8,0.2,0,0,0,"0"
"53","BVR","50","2019-06-20 12:00:00",0.1,-0.8,108,"3","3",7,5,3,"0","0","0",3.2,2.4,5.6,0.2,0,0,0,"0"
"54","BVR","50","2019-06-20 12:00:00",3,4.8,141,"0","3",14,6,8,"3","0","0",3,2.1,5,0.2,0,0,0,"0"
"55","BVR","50","2019-06-20 12:00:00",6,7,228,"0","0",9,2,3,"0","0","0",2.7,2.8,5.5,0.1,0,0,0,"0"
"56","BVR","50","2019-06-20 12:00:00",9,25.2,945,"3","0",641,12,3,"0","3","0",2.3,4,6.2,0.8,0,0,0,"0"
"57","BVR","50","2019-06-20 12:00:00",11,41.7,1641,"0","3",1180,27,3,"3","0","0",2.2,4.2,6.4,1.2,0,0,0,"0"
"58","BVR","1","2019-06-27 12:00:00",0.1,5.2,256.5,"0","0",8,8,3,"7","7","7",2.1,2.4,4.5,0.1,7,7,7,"7"
"59","BVR","100","2019-06-27 12:00:00",0.1,62.6,198,"0","3",24,13,26,"7, 3","7, 3","7",2,3.9,6,0.15,7,7,7,"7"
"60","BVR","20","2019-06-27 12:00:00",0.1,6.8,150,"0","3",6,8,2,"7","7","7, 3",2.8,2.7,5.5,0.2,7,7,7,"7"
"61","BVR","200","2019-06-27 12:00:00",0.1,14.6,195,"3","3",47,7,39,"0","0","0",3.7,2.5,6.2,0.2,7,7,7,"7"
"62","BVR","30","2019-06-27 12:00:00",0.1,6.8,165,"0","3",8,6,3,"7","7","7, 3",3.2,2.5,5.6,0.2,7,7,7,"7"
"63","BVR","45","2019-06-27 12:00:00",0.1,3.7,196.5,"3","3",10,7,3,"0","0","0",3.4,2.6,6,0.2,0,0,0,"0"
"64","BVR","50","2019-06-27 12:00:00",0.1,6.8,153,"0","3",6,5,2,"7","7","7, 3",3.4,2.2,5.7,0.2,7,7,7,"7"
"65","BVR","50","2019-06-27 12:00:00",3,2.9,117,"3","3",4,3,7,"0","0","0",2.4,2.4,4.8,0.2,7,7,7,"7"
"66","BVR","50","2019-06-27 12:00:00",6,5.1,216,"0","0",18,7,3,"3","0","0",3,2.7,5.7,0.2,0,0,0,"0"
"67","BVR","50","2019-06-27 12:00:00",9,26.1,894,"3","0",507,8,5,"0","0","0",3.6,4.2,7.7,0.8,0,0,0,"0"
"68","BVR","50","2019-06-27 12:00:00",11,54.6,1675.5,"0","3",1390,9,3,"3","0","0",4.7,4.6,9.3,1.7,0,0,0,"0"
"69","BVR","50","2019-07-03 12:00:00",0.1,3.8,159,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","BVR","50","2019-07-03 12:00:00",3,3,153,"3","3",5,2,3,"0","3","0",2.9,2.5,5.4,0.2,0,0,0,"0"
"71","BVR","50","2019-07-03 12:00:00",6,5.2,180,"0","3",10,3,3,"0","0","0",2,2.4,4.5,0.2,0,0,0,"0"
"72","BVR","50","2019-07-03 12:00:00",9,37.2,774,"3","0",340,5,3,"0","0","0",1.8,3,4.8,0.3,7,7,7,"7"
"73","BVR","50","2019-07-03 12:00:00",11,48.5,2031,"0","3",139,2,3,"3","3","0",2.7,4.7,7.4,1.4,0,0,0,"0"
"74","BVR","50","2019-07-11 12:00:00",0.1,3.9,115.5,"3","3",8,3,3,"0","0","0",2.8,2.7,5.4,0.1,0,0,0,"0"
"75","BVR","50","2019-07-11 12:00:00",3,1.2,192,"3","3",10,1,4,"3","3","0",2.5,2.7,5.3,0.2,0,0,0,"0"
"76","BVR","50","2019-07-11 12:00:00",6,7,225,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","BVR","50","2019-07-11 12:00:00",9,24.1,985.5,"3","0",88,4,3,"0","0","0",2.2,3.9,6.1,1,0,0,0,"0"
"78","BVR","50","2019-07-11 12:00:00",11,54.1,2005.5,"0","3",186,3,3,"3","0","0",3,5.8,8.8,1.9,0,0,0,"0"
"79","BVR","1","2019-07-18 12:00:00",0.1,4.1,154.5,"3","3",10,1,3,"3","3","0",2.7,2.8,5.5,0.1,0,0,0,"0"
"80","BVR","100","2019-07-18 12:00:00",0.1,38.9,168,"3","3",33,6,24,"0","0","0",4.5,2.6,7.1,0.1,0,0,0,"0"
"81","BVR","20","2019-07-18 12:00:00",0.1,4.6,154.5,"0","3",5,2,3,"0","3","0",2.3,2.5,4.8,0.1,0,0,0,"0"
"82","BVR","200","2019-07-18 12:00:00",0.1,9.4,217.5,"0","0",57,1,39,"0","3","0",4.9,2.2,7.1,0.2,0,0,0,"0"
"83","BVR","30","2019-07-18 12:00:00",0.1,4.5,180,"0","3",7,1,3,"0","3","0",4.5,1.7,6.3,0.2,0,0,0,"0"
"84","BVR","45","2019-07-18 12:00:00",0.1,6,168,"0","3",6,1,3,"0","3","0",2.1,2.5,4.7,0.1,0,0,0,"0"
"85","BVR","50","2019-07-18 12:00:00",0.1,3,299.2,"7, 3","7",6,3,1,"7","7","7, 3",2.7,2.9,5.5,0.2,0,0,0,"0"
"86","BVR","50","2019-07-18 12:00:00",3,4.7,175.5,"0","3",2,3,0,"3","0","4, 3",2.4,2.6,5,0.2,0,0,0,"0"
"87","BVR","50","2019-07-18 12:00:00",6,7.5,235.5,"0","0",53,5,3,"0","0","0",4,2.6,3.8,0.225,7,7,7,"7"
"88","BVR","50","2019-07-18 12:00:00",9,12,1236,"3","3",NA,NA,NA,NA,NA,NA,2.1,4,6.2,1.1,0,0,0,"0"
"89","BVR","50","2019-07-18 12:00:00",11,37.5,2436,"3","0",195,3,3,"3","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"90","BVR","50","2019-07-24 12:00:00",0.1,4.4,168,"0","3",1,3,3,"3","0","0",2.5,2.7,5.1,0.2,0,0,0,"0"
"91","BVR","50","2019-07-24 12:00:00",3,4.8,168,"0","3",7,2,3,"0","0","0",3.1,2.8,6,0.2,0,0,0,"0"
"92","BVR","50","2019-07-24 12:00:00",6,5.1,168,"0","3",NA,NA,NA,NA,NA,NA,2,2.3,4.3,0.2,0,0,0,"0"
"93","BVR","50","2019-07-24 12:00:00",9,12.8,1180.5,"3","3",1090,12,3,"3","3","0",1.7,4.2,5.9,1.2,0,0,0,"0"
"94","BVR","50","2019-07-24 12:00:00",11,60.6,2635.5,"0","0",NA,NA,NA,NA,NA,NA,2.6,4.5,7.1,2,0,0,0,"0"
"95","BVR","50","2019-08-01 12:00:00",0.1,4.5,229.5,"0","0",6,7,8,"0","0","0",1.6,2,3.6,0.1,0,0,0,"0"
"96","BVR","50","2019-08-01 12:00:00",3,4.7,396,"0","0",12,6,4,"3","0","0",2.2,2.3,4.5,0.2,0,0,0,"0"
"97","BVR","50","2019-08-01 12:00:00",6,23.4,466.5,"3","0",33,4,3,"0","0","0",2.6,2.9,5.5,0.2,0,0,0,"0"
"98","BVR","50","2019-08-01 12:00:00",9,18.4,789,"3","0",665,10,3,"0","0","0",2.7,4.7,7.4,0.9,0,0,0,"0"
"99","BVR","50","2019-08-01 12:00:00",11,32.4,2076,"3","3",1800,5,3,"3","0","0",2.1,5.2,7.2,2.1,0,0,0,"0"
"100","BVR","50","2019-08-08 12:00:00",0.1,4.2,234,"0","0",6,3,3,"0","0","0",2.2,2.5,4.7,0.2,0,0,0,"0"
"101","BVR","50","2019-08-08 12:00:00",3,6.2,216,"0","0",8,4,3,"0","0","0",1.9,2.5,4.3,0.1,0,0,0,"0"
"102","BVR","50","2019-08-08 12:00:00",6,16.4,295.5,"3","0",12,6,3,"3","0","0",2.2,2.8,4.9,0.2,0,0,0,"0"
"103","BVR","50","2019-08-08 12:00:00",9,44,1990.5,"0","3",161,3,3,"3","0","0",2.3,4.8,7.1,1.7,0,0,0,"0"
"104","BVR","50","2019-08-08 12:00:00",11,22.5,2185.5,"3","0",2160,12,3,"3","3","0",2.1,5.5,7.6,2.5,0,0,0,"0"
"105","BVR","50","2019-08-14 12:00:00",0.1,7.6,204,"0","3",2,6,3,"3","0","0",2.5,2.7,5.2,0.2,0,0,0,"0"
"106","BVR","50","2019-08-14 12:00:00",3,9.5,274.5,"0","0",9,7,4,"0","0","0",2.5,2.6,5.1,0.2,0,0,0,"0"
"107","BVR","50","2019-08-14 12:00:00",6,26.9,342,"3","0",7,8,9,"0","0","0",2.4,3,5.3,0.2,0,0,0,"0"
"108","BVR","50","2019-08-14 12:00:00",9,36.1,1039.5,"3","3",746,12,4,"0","3","0",2.2,4.1,6.3,0.8,0,0,0,"0"
"109","BVR","50","2019-08-14 12:00:00",11,26.5,2314.5,"3","0",2010,10,4,"3","0","0",2.1,5.4,7.5,2.3,0,0,0,"0"
"110","BVR","1","2019-08-22 12:00:00",0.1,12.7,254.5,"7, 3","7",8,8,10,"0","0","0",2.6,2.7,5.4,0.2,0,0,0,"0"
"111","BVR","100","2019-08-22 12:00:00",0.1,64.3,165.8,"7","7, 3",23,6,28,"3","0","0",1.2,4.2,5.5,0.1,0,0,0,"0"
"112","BVR","20","2019-08-22 12:00:00",0.1,10.7,287,"3","0",10,3,3,"3","0","0",2.1,3.1,5.2,0.2,0,0,0,"0"
"113","BVR","200","2019-08-22 12:00:00",0.1,19.7,278.5,"7, 3","7",49,5,56,"0","0","0",1.9,3.1,5.1,0.2,0,0,0,"0"
"114","BVR","30","2019-08-22 12:00:00",0.1,6.5,260.5,"7","7",3,5,3,"3","0","0",3.1,2.6,5.7,0.2,0,0,0,"0"
"115","BVR","45","2019-08-22 12:00:00",0.1,11.2,251.2,"7, 3","7",3,5,3,"3","0","0",2.4,2.6,5,0.1,0,0,0,"0"
"116","BVR","50","2019-08-22 12:00:00",0.1,13,150.5,"7, 3","7, 3",5,6,5,"0","0","0",2.7,2.6,5.4,0.2,0,0,0,"0"
"117","BVR","50","2019-09-04 12:00:00",0.1,12.6,188,"3","3",3,4,0,"3","0","4, 3",2.8,2.6,5.4,0.2,0,0,0,"0"
"118","BVR","50","2019-09-04 12:00:00",3,12.5,253.5,"3","0",6,2,3,"0","3","0",2.8,2.5,5.3,0.2,0,0,0,"0"
"119","BVR","50","2019-09-04 12:00:00",6,22.3,349.5,"3","0",5,3,3,"0","0","0",1.6,3.9,5.5,0.2,0,0,0,"0"
"120","BVR","50","2019-09-04 12:00:00",9,24.3,1997,"3","3",203,4,0,"3","0","4, 3",2.1,5.4,7.5,2,0,0,0,"0"
"121","BVR","50","2019-09-04 12:00:00",11,52.7,2333,"0","0",2590,14,3,"3","3","0",2.4,6.3,8.7,3.1,0,0,0,"0"
"122","BVR","1","2019-09-20 12:00:00",0.1,13.6,293.5,"7, 3","7",9,5,7,"0","0","0",3,2.8,5.8,0.3,0,0,0,"0"
"123","BVR","20","2019-09-20 12:00:00",0.1,18.4,221.5,"7, 3","7",6,4,3,"0","0","0",3.3,2.7,6,0.3,0,0,0,"0"
"124","BVR","30","2019-09-20 12:00:00",0.1,18.1,296.5,"7, 3","7",3,14,3,"3","3","0",3.3,2.6,5.9,0.2,0,0,0,"0"
"125","BVR","45","2019-09-20 12:00:00",0.1,14.2,223.5,"7, 3","7",3,6,3,"3","0","0",2.9,2.5,5.5,0.2,0,0,0,"0"
"126","BVR","50","2019-09-20 12:00:00",0.1,25.2,245.5,"7, 3","7",4,3,3,"0","0","0",2.5,2.6,5.2,0.2,0,0,0,"0"
"127","BVR","50","2019-09-20 12:00:00",3,11.2,330,"3","0",20,4,0,"3","0","4, 3",2.7,2.7,5.4,0.2,0,0,0,"0"
"128","BVR","50","2019-09-20 12:00:00",6,30.2,404,"3","0",11,6,9,"3","0","0",1.5,4,5.5,0.1,0,0,0,"0"
"129","BVR","50","2019-09-20 12:00:00",9,27.8,2162,"3","0",2280,8,3,"3","0","0",1.9,6,7.8,2.6,0,0,0,"0"
"130","BVR","50","2019-09-20 12:00:00",11,32,2777,"3","0",3140,11,3,"0","3","0",2.3,6.3,8.7,3.6,0,0,0,"0"
"131","BVR","1","2019-10-04 12:00:00",0.1,25.3,333.5,"7, 3","7",0,3,3,"4, 3","0","0",3.7,2.6,6.3,0.2,0,0,0,"0"
"132","BVR","100","2019-10-04 12:00:00",0.1,81.9,157,"7","7, 3",29,12,3,"3","3","0",1.4,4.6,6,0.1,0,0,0,"0"
"133","BVR","20","2019-10-04 12:00:00",0.1,19.3,167,"7, 3","7, 3",8,0,3,"0","4, 3","0",3.5,2.6,6.2,0.2,0,0,0,"0"
"134","BVR","200","2019-10-04 12:00:00",0.1,37.3,227.5,"7, 3","7",56,1,78,"0","3","0",1.3,4.5,5.8,0.2,7,7,7,"7"
"135","BVR","30","2019-10-04 12:00:00",0.1,18.7,425.5,"7, 3","7",8,8,4,"0","0","0",3.9,2.4,6.3,0.2,0,0,0,"0"
"136","BVR","45","2019-10-04 12:00:00",0.1,14.9,420,"3","0",4,0,3,"0","4, 3","0",3.3,2.6,5.9,0.2,0,0,0,"0"
"137","BVR","50","2019-10-04 12:00:00",0.1,17.1,252,"7, 3","7",5,9,3,"0","0","0",3.2,2.5,5.8,0.2,7,7,7,"7"
"138","BVR","50","2019-10-04 12:00:00",3,14.6,258,"3","0",5,6,0,"0","0","4, 3",3.1,3.1,6.2,0.2,0,0,0,"0"
"139","BVR","50","2019-10-04 12:00:00",6,23,310.5,"3","0",14,3,4,"3","0","0",1.9,3.9,5.7,0.1,0,0,0,"0"
"140","BVR","50","2019-10-04 12:00:00",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,6.1,7.5,1,0,0,0,"0"
"141","BVR","50","2019-10-04 12:00:00",9,42.1,2509.5,"0","0",1730,15,3,"3","3","0",1.6,5.5,7.2,1.7,0,0,0,"0"
"142","BVR","50","2019-10-04 12:00:00",10.5,35.2,3469.5,"3","0",2740,12,3,"3","3","0",2.5,6.4,8.9,3.3,0,0,0,"0"
"143","BVR","50","2019-10-18 12:00:00",0.1,24.6,540,"3","0",8,3,0,"0","0","4, 3",2.7,3.1,5.7,0.2,0,0,0,"0"
"144","BVR","50","2019-10-18 12:00:00",3,23.1,236,"3","0",0,6,8,"4, 3","0","0",2.4,3.1,5.5,0.2,0,0,0,"0"
"145","BVR","50","2019-10-18 12:00:00",6,35,338,"3","0",10,3,3,"0","0","0",2.5,3,5.5,0.2,0,0,0,"0"
"146","BVR","50","2019-10-18 12:00:00",9,26,2681,"3","0",2990,15,3,"3","3","0",2.3,6.6,8.9,3.6,0,0,0,"0"
"147","BVR","50","2019-10-28 12:00:00",0.1,16.2,363,"3","0",2,5,3,"3","0","0",1.9,3.5,5.3,0.2,0,0,0,"0"
"148","BVR","50","2019-10-28 12:00:00",3,21.6,252,"3","0",13,6,3,"3","0","0",3.3,2.6,5.8,0.2,0,0,0,"0"
"149","BVR","50","2019-10-28 12:00:00",6,13.7,384,"3","0",14,4,4,"3","0","0",2.3,2.9,5.2,0.2,0,0,0,"0"
"150","BVR","50","2019-10-28 12:00:00",9,18.8,1126,"3","3",1440,34,3,"3","0","0",1.7,4.6,6.3,1.4,0,0,0,"0"
"151","BVR","50","2019-10-28 12:00:00",10,29.4,1973,"3","3",2240,16,4,"3","3","0",2.4,5.9,8.3,2.7,0,0,0,"0"
"152","BVR","50","2019-11-15 12:00:00",0.1,21,243,"3","0",37,5,7,"0","0","0",2.4,3,5.4,0.2,0,0,0,"0"
"153","BVR","50","2019-11-15 12:00:00",3,43.2,498,"0","0",33,4,7,"0","0","0",1.9,3,4.9,0.2,0,0,0,"0"
"154","BVR","50","2019-11-15 12:00:00",6,15.8,351,"3","0",38,4,6,"0","0","0",2.7,2.9,5.6,0.2,0,0,0,"0"
"155","BVR","50","2019-11-15 12:00:00",9,19.7,191,"3","3",38,5,3,"0","0","0",2.7,3,5.7,0.2,0,0,0,"0"
"156","BVR","50","2019-11-15 12:00:00",11,17.3,407,"3","0",48,5,7,"0","0","0",2.4,3,5.4,0.2,0,0,0,"0"
"157","FCR","50","2019-01-17 12:00:00",6.2,NA,NA,NA,NA,18,2,0,"3","0","4, 3",NA,NA,NA,NA,NA,NA,NA,NA
"158","FCR","100","2019-01-21 12:00:00",0.1,4.8,390,"0","0",6,3,56,"0","0","0",2.4,2.2,4.6,0.2,0,0,0,"0"
"159","FCR","50","2019-01-21 12:00:00",0.1,2.9,358,"3","0",6,2,3,"0","3","0",2.4,2.5,4.9,0.1,0,0,0,"0"
"160","FCR","50","2019-01-21 12:00:00",1.6,NA,NA,NA,NA,5,8,3,"0","0","0",1.6,4.9,6.5,0.114,0,0,0,"0"
"161","FCR","50","2019-01-21 12:00:00",3.8,13.8,438,"3","0",2,0,3,"3","4, 3","0",2,3.1,5.2,0.1,0,0,0,"0"
"162","FCR","50","2019-01-21 12:00:00",5,1.5,156,"3","3",26,3,3,"3","0","0",2.3,3.1,5.5,0.2,0,0,0,"0"
"163","FCR","50","2019-01-21 12:00:00",6.2,1.4,133.5,"3","3",13,3,3,"3","0","0",2.3,3,5.2,0.1,0,0,0,"0"
"164","FCR","50","2019-01-21 12:00:00",8,6.5,193.5,"0","3",3,2,3,"3","3","0",2.5,3,5.4,0.1,0,0,0,"0"
"165","FCR","50","2019-01-21 12:00:00",9,8.1,142.5,"0","3",1,1,3,"3","3","0",2.1,3,5.1,0.1,0,0,0,"0"
"166","FCR","50","2019-01-21 12:00:00",9.5,4,121.5,"3","3",2,1,3,"3","3","0",2.2,3.1,5.4,0.1,0,0,0,"0"
"167","FCR","100","2019-02-08 12:00:00",0.1,2.9,370,"3","0",9,5,45,"0","0","0",2.1,2.8,4.9,0.2,0,0,0,"0"
"168","FCR","200","2019-02-08 12:00:00",0.1,13.5,363,"3","0",5,2,43,"0","0","0",1.8,3.8,5.6,0.1,0,0,0,"0"
"169","FCR","50","2019-02-08 12:00:00",0.1,4.5,329,"0","0",7,3,3,"0","0","0",1.5,2.7,4.1,0.1,0,0,0,"0"
"170","FCR","50","2019-02-08 12:00:00",1.6,NA,NA,NA,NA,2,9,4,"3","0","0",1.5,4.8,6.2,0.138,0,0,0,"0"
"171","FCR","50","2019-02-08 12:00:00",3.8,2.6,372,"3","0",24,2,0,"3","3","4, 3",1.9,3.1,5,0.1,0,0,0,"0"
"172","FCR","50","2019-02-08 12:00:00",5,2.5,129,"3","3",9,3,3,"0","0","0",2.5,3.1,5.6,0.2,0,0,0,"0"
"173","FCR","50","2019-02-08 12:00:00",6.2,9,223.5,"0","0",15,2,3,"3","3","0",2.4,2.7,5.1,0.1,0,0,0,"0"
"174","FCR","50","2019-02-08 12:00:00",9,2.1,330,"3","0",10,1,0,"0","3","4, 3",2,3.1,5.1,0.1,0,0,0,"0"
"175","FCR","100","2019-03-18 12:00:00",0.1,119.5,789,"3","0",9,10,20,"0","0","0",2.9,2.3,5.2,0.2,0,0,0,"0"
"176","FCR","200","2019-03-18 12:00:00",0.1,16.2,189,"3","3",10,5,74,"3","0","0",1.6,3.4,5,0.1,0,0,0,"0"
"177","FCR","50","2019-03-18 12:00:00",0.1,8.4,388,"0","0",10,1,3,"0","3","0",1.7,2.6,4.3,0.1,0,0,0,"0"
"178","FCR","50","2019-03-18 12:00:00",1.6,NA,NA,NA,NA,5,9,3,"0","0","0",1.6,4.4,5.9,0.132,0,0,0,"0"
"179","FCR","50","2019-03-18 12:00:00",3.8,8.3,386,"0","0",6,2,3,"0","0","0",1.7,2.5,4.3,0.1,0,0,0,"0"
"180","FCR","50","2019-03-18 12:00:00",5,2.7,374,"3","0",10,7,29,"0","0","0",2.4,3.1,5.5,0.2,0,0,0,"0"
